categoria_inicial,Asociado,Desaparece,Emérito,Junior,Senior
Asociado,0.4991952172913313,0.11519889629799954,0.0036790066681995862,0.22074040009197515,0.16118647965049437
Emérito,0.0,1.0,0.0,0.0,0.0
Junior,0.12861606692873703,0.2811208547525451,0.0007055740348755166,0.5602257836911602,0.02933172059268219
Senior,0.12697128993125759,0.03962798220784472,0.01819652244237768,0.03558431055398301,0.779619894864537
