categoria_inicial,Asociado,Emérito,Junior,Senior
Asociado,0.5802588996763755,0.004207119741100324,0.18058252427184465,0.23495145631067962
Junior,0.24322274881516587,0.0005687203791469195,0.7198104265402844,0.036398104265402846
Senior,0.05586249232658073,0.01780233271945979,0.049723756906077346,0.8766114180478821
